Prompt,,Student Response,,I/B/C,,Thesis,,Topic,,Coherence,,Transition,,Main Idea,,Supporting Idea,,Style,,Usage,,Critique,//
 It has recently been announced that a new high school may be built in your community. Do you support or oppose this plan? Why? Use specific reasons and details in your answer.,::,"<IN><TS>School is the place where people called students learn and study something. Besides the school also plays various ralls in society. So building a new high school is very important matter. I think we should builde another new high school in our society.</TS></IN> 

<BO1><MI1><TR>Most of all<TR>, I think that the number of school is not enough in my community.</MI1> <SI1>There are about four to six hundread students in one grades in nomal high school. And there are about 35 students in one class. Comparing to the number of teacher there are so many students in one school. It prevent teacher from having students discuss something in class. So it might be very useful in increasing the quality of class.</SI1></BO1> 

<BO2><MI2><TR>Besides</TR> if a new school were built, it would make various economic adnvantages. <SI2>Some people would sell books around the school, or someone maybe start a stationery around the school. It help people get more income in various ways.</SI2> 

<CO>Building a new high school dosen't mearly mean that the place where students study is made, but it means very important, advantage and profitable station is made. So I support building a new high school.</CO>",::,5,::,4,::,5,::,5,::,5,::,5,::,3,::,5,::,5,::,"This essay is a great start. Your points are really good, but I feel they need a little more support to make them really stand out.",//
" Some educators suggest that all elementary, middle school, and high school students should be required to wear school uniforms. What do you think?",::,"<IN><TS>School uniforms have several advantages over the common school dress code. The school uniform is simpler, is less expensive, and can be satisfying to students.</TS></IN> 
 
<BO1><MI1><TR>First of all</TR>, the school uniform is simple. It is more convenient. <SI1>Students don’t have to worry about what to wear to school. They don't have to worry about whether the day's temperature is cold or hot, whether they are in ""style"", or what their friends are wearing. Also it looks very neat, when the students are together. They represent their school with neat uniforms very well.</SI1></BO1> 

<BO2><MI2><TR>Second</TR>, the students and their parents spend less money on clothing. <SI2>They only pay for the uniforms, but nothing else. A ""new outfit"" is never needed, a ""special occasion outfit"" is not required. The latest trend does not affect the cost of school clothes. The school uniform is more economic and saves money. <TR>However</TR>, when the school designs the uniform, it should consider students’ thoughts. The school should present samples and offer a vote to select its uniform.</SI2></BO2> 

<BO3><MI3>The school uniform is for the students, but not for the teachers to wear.</MI3> <SI3>The opinion of students about the design of the school uniform is more important than the opinion of any others. Having a choice and a voice makes the uniform more appealing to students.</SI3></BO3> 
 
<CO><TR>In conclusion</TR>, the school uniform has many advantages. The uniform makes dressing for school simpler, and the students look better. They don’t have to spend a lot of money for their clothes, and are more satisfied with the uniform that they choose. There is an argument for school uniforms.</CO>",::,5,::,4,::,4,::,5,::,5,::,4,::,4,::,4,::,4,::,"This is a very good essay. Try to add something to your introduction so that it doesn't make up your entire thesis statement. Also, your third paragraph is off topic. I suggest taking it out.",//
Some people pay money for the things they want or need.  Other people trade products or goods for what they need.  Compare the advantages of these two ways of obtaining things.  Which way do you prefer?  Explain why.   ,::,"<IN>Since history began, trade has existed as well. Mankind invented the trade and market system because one could not produce all that he or she needed. <TR>Thus</TR>, in ancient times, our forefathers exchanged goods one another, while later they paid some money for what they wanted. <TR>There are both advantages and disadvantages of either paying money or paying products, but I prefer using money for the following two reasons; convenience and value-fixation.</TS></IN> 

<BO1><MI1><TR>First of all</TR>, it is more convenient to pay for something with money than with goods in most cases.</MI1> <SI1>Let's assume I were a farmer cropping watermelons. <TR>In such case</TR>, every time I need something, I have to bring some watermelons with me, which must be a strenuous work. If I use money, <TR>however</TR>, I can keep some in my purse, and I can visit where I want to go with my hands free.</SI1></BO1> 

<BO2><MI2><TR>Besides</TR>, money keeps the value of our products lasting. <SI2>Couldn't I sell my watermelons, they would lose freshness and get pale. <TR>As time goes by</TR>, the value would plunder, and I would make far less money than before. <TR>However</TR>, if I exchanged redundant watermelons with moeny, I don't need to worry about the value reduction, because I can keep moeny that is equal to their original value.</SI2></BO2> 

<CO><TR>In sum</TR>, with money, we can not only easily go to market and buy what we want, but also keep the value of our goods unfrailed. <TR>Of course</TR>, trade with products has also some advantages; we can get what we need just through one-step, and we can save cost in making money. <TR>However</TR>, I think the benefits of money far outweigh the advantages of barter system, and <TR>Therefore</TR>, I prefer paying money.</CO>",::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,An absolutely excellent essay. Great work.,//
 Do you agree or disagree that progress is always good? Use specific reasons and examples to support your answer.,::,"<IN><TS>Some people believe that progress has always brought about benefits since the prehistoric time. <TR>However</TR> I do not agree this statement ,in reference to our environment and the nature of human.</TS></IN> 

<BO1>Human beings have made lots of progress in a variety of areas including education, agriculture, and economy. <MI1><TR>Yet</TR>, we should consider our environment which has been getting worse.</MI> <SI1>Many factories have been built almost every domain and polluted soil, water, and air. We might not be able to live when water become entirely polluted, because it is essential to support our body for us whose body consists of more than 70% of water.</SI1></BO1> 

<BO2><MI2>Another point to bear in mind is that human beings are social animals, and so they absolutely need to get along with other people.</MI2> <SI2>Due to the high technology, people do not have to go school, go somewhere else to work instead of their house, and attend some meetings. They can actually do it just using their computer in their home. <TR>Therefore</TR>, people communicate with other people much less than before. It could be possible for our society to be destroyed, because of the lack of relationship.</SI2>

<CO><TR>For these reasons</TR>, I firmly believe that progress is not always good as it has brought about our environment polluted and could ruin our society according to our nature.</CO>",::,5,::,3,::,4,::,4,::,5,::,5,::,4,::,4,::,4,::,"Your main points seem to be awfully far apart topic-wise. I can see why you've chosen them, but they might be too dissimilar to put together. Even so, if you do use them, you need to add a lot more support, especially to the first main body paragraph. Also, try to add more to your introduction so it isn't your entire thesis statement.",//
Some people say that computers have made life easier and more convenient. Other people say that computers have made life more complex and stressful. What is your opinion? Use specific reasons and examples to support your answer.,::,"<IN>Some people complain that computers have made their lives complex and stressful even though the computers support many important parts of our lives. <TS><TR>Using computers</TR>, our lives have been much eaier and more convenient with many tools which were made of computers such as airplan, telephone and internet.</TS></IN> 

<BO1><MI1>When we go to a far country from our nation, we can now arrive in the country in a day.</MI1> <TR>However</TR>, <SI1>before computers were developed, how long did our ancestors take time to make a trip to an other country? It took over 2 months to come to America from Europe. We can save a lot of time.</SI1></BO1> 

<BO2><SI2><EX><TR>As an other expample</TR>, we can now talk with our family or close friends face to face using internet phone althogh we live far awar from them.</EX></SI2> <MI2>Computers made us keep in touch with our cherished ones.</MI2></BO2> 

<BO3><MI3>The development of internet would be the revolution of computers. <SI3>We can now find our information very easily and conveniently. Before internet was created, we had to go to library and look at many books to find the information we need. <TR>However</TR>, if we need to find some answers, we can use searching engines on the internet and the answers come out on the monitor.</SI3></BO3> 

<CO>Computers are maybe complex to learn first time, but as soon as one learns how to use. There isn't more convenient and easier. I certainly assert that computers have made our lives easier and convenient as well as they save a lot of our time in many ways.</CO>",::,5,::,4,::,4,::,4,::,5,::,4,::,3,::,4,::,4,::,"This essay is pretty good, but I would take out the first main body essay - it doesn't fit with the rest of your essay. Concentrate on the most obvious computer-related things. Also, you really need to add a LOT more support to your main body paragraphs.",//
"Some people enjoy change, and they look forward to new experiences. Others like their lives to stay the same, and they do not change their usual habits. Compare these two approaches to life. Which approach do you prefer? Explain why.",::,"<IN><TS>Some people enjoy change in they lives so they are likely to have new expriences. <TR>However</TR>, others like their lives to stay the same. Therefore they tend to try not to change their lives' style. Both attitudes have apparent benefits. <TR>Given that choice</TR>, I would like to enjoy many changes in my life for following reasons.</TS></IN> 

<BO1><MI1><TR>First</TR>, because a human's life lasts over 70 years, I would be easily bored about my life without any unexpected change.</MI1> <SI1><EX><TR>For example</TR>, imangining that there are always stable stats such as going school and getting back home, getting married when it is time to do and then having a baby in my life. i think it is such s tedious life pattern. <TR>As a result of that</TR>, I may be depressed and get used to normal things.</EX> I have only a single given life. I do not let my life go through usual, normal events.</SI1></BO1> 

<BO2><MI2><TR>On the other hand</TR>, challangable and unpredictable life patterns give me cheers and insights into my past life.</MI2> <SI2><EX><TR>For example</TR>, a dramatic change in the life, failure on the college entrance exam was s great obstacle to me. <TR>However</TR>, I realized that it also gave me the mind that I can overcome and look for it again. <TR>Since then</TR>, I like to change my living environments such as reallocation of stuffs in the room or having a hobby that I have never done yet. By changing the things around me, I could reorganize my life's plan and push myself to live lively and affirmatively.</EX></SI2><BO2> 

<CO><TR>In conclusion</TR>, even if staying the same in the life is lesss dangerous and more stable to get through life time, it can make one's life tedious and depressed seemmingly. <TR>Therefore</TR>, I would prefer to take dramatic change in my life.</CO>",::,5,::,4,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,"A very good essay! In your thesis statement, clarify ""the choice"" - what is it?",//
Do you agree or disagree with the following statement? Grades (marks) encourage students to learn. Use specific reasons and examples to support your opinion.,::,"<IN>Many students have received their grades during their school days. Some students received low grades; others received high grades. <TS>I think that grades encourage students to learn more fervent. Students who receive low grades endavor to attain higher grades. <TR>Moreover</TR>, because students must receive grades in universities or institutions, they strive to get better grades. The reason is that companies or markers estimate them by their grades.</TS></IN>
 
<BO1><SI>In all schools, students exam regurlarly. After they take examinations, they receive their grades about examinations. Students who get lower grades than other students shy and they strive to attain higher grades than the past. The more they strive, the higher their grades are. Students always strive not to be shy to others due to the low grades. <TR>Thus</TR>, they are enthusiastic of all things.</SI1> <MI1><TR>In the sense</TR>, grades help students to reach better situations.</MI1></BO1>

<BO2><MI2><TR>Frankly speaking</TR>, despite ircorrect situations, most of the companies, institutions, or academies consider students by their grades.</MI12> <SI2>From middle schools to universities, we always have received various kinds of grades. <TR>Thus</TR>, owners of companies think that applicants' grades mirror their abilities, and value. For this reason, students strive to get better grades to attain jobs. Grades are the most objective data about themselves.</SI2></BO2> 

<CO><TR>In brief</TR>, in order to get occupations, and not to be shy to others, students always study hard to get better grades. Grades are not everything but important things of their lives. I strongly believe that better grades equal 90 percent of success.</CO>",::,5,::,5,::,5,::,4,::,5,::,4,::,5,::,5,::,4,::,This is a very good essay! Try to make sure your main points are made at the beginning of your paragraphs.,//
Some people prefer to eat at food stands or restaurants. Other people prefer to prepare and eat food at home. Which do you prefer? Use specific reasons and examples to support your answer.,::,"<IN><TS>Some people may say that eating at food stands or restaurants are better than eating foods at home, because of the convenience, quick service, and the variety of foods. <TR>However</TR>, through several definite examples, I will demonstrate that eating food at home is better than eating outside.</TS></IN> 

<BO1><MI1><TR>Firstly</TR>, preparing foods is enjoyable.</MI1> <SI1>While preparing foods for my family, I feel very pleased and imagine that my family will be contented and pleased by my servings. <EX><TR>In deed</TR>, after finishing the foods, all of my family members show their pleasant and gracefulness to me.</EX></SI1></BO1> 

<BO2><MI2><TR>Moreover</TR>, it's more sanitary.</MI2> <SI2>I read a lot of news about unsanitary stands on the street and restaurants. In an attempt to cut down the cost, they sometimes use bad ingredients and also they don’t clean the ingredients properly. I think they don't have enough moral to serve other people. I am not saying that all the restaurants are unsanitary, but some are really. Owing to these some unsanitary stands and restaurant, I hate to eat foods outside.</SI2></BO2> 

<BO3><MI3><TR>Last but not least</TR>, I can save the leftovers easily.</MI3> <SI3>I can eat the leftovers later or I can share them with my family later. <EX>A research shows that the annual waste cost from restaurants is enough to save a number of beggars on the street.</EX> It’s really shock to me. In other words, saving cost from my home can save a lot beggars through other manners.</SI3></BO3> 

<CO><TR>To sum up</TR>, eating outside has good advantages, such as the convenience, quick service, and the variety of foods. <TR>However</TR>, eating at home is better than outside because it is enjoyable, sanitary, and cost saving. With this great advantage, why not make foods for your family?</CO>",::,5,::,4,::,4,::,4,::,5,::,5,::,4,::,4,::,4,::,"This is mostly a good essay. Take the transition out of your thesis statement to make it stronger and add some more support to your main ideas (which are very good). I would delete the last sentence of your third main body paragraph as it is false logic. Finally, try to avoid asking questions in test essays.",//
"Do you agree or disagree with the following statement? People should read only those books that are about real events, real people, and established facts. Use specific reasons and details to support your opinion.",::,"<IN><TR>Some people often argue that books with unrealistic content is far from the truth of real world, and that only nonfictions based on the fact are worth reading. I strongly, <TR>however</TR>, disagree with such point of view for the reasons that will be discussed as follows.</TS></IN>

<BO1><MI1><TR>First of all</TR>, sometimes fictions such as novels and short fables make it easier to understand the real truth.</MI1> <SI1>That's one of the reasons why people like reading novels. <TR>Throughout novels</TR>, which contain possible situation and imitate the fact, people can not only enjoy the thrill, but also find the solution to the problems they have encountered. <EX><TR>In additin to novels</TR>, Aesop's fables shows how the fiction story can be beneficial. In Aesop's short fables, animals talk and behave like mankind. What an unrealistic they are! Over the ages, <TR>however</TR>, people have learned much lesson from Aesop's fables, and that's why people loved his fables, read them again and again.</EX></SI1></BO1> 

<BO2><MI2><TR>Moreover</TR>, some books involving the imaginary world have showed some people the way to the future.</MI2 <SI2>Stirred up by the imaginary and fantastic world, many children determine what they will do in their adulthood, and become leading scientists. <TR>Thus</TR>, the scientists advance the science and technology, and finally come true their imaginary world, beginning from the motivation of the unrealistic fiction. We can find such inventions everywhere in our life; robots, spaceships, computers, and so on.</SI2></BO2> 

<CO><TR>In short</TR>, even books on fiction world are worth reading. They have made their own contributions to the world. Even if they seem to be nonsense, who knows if those books will contribute the development of our future?</CO>",::,5,::,0,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,This is a great essay. Add a thesis statement and it will be perfect!,//
Do you agree or disagree with the following statement? Parents are the best teachers. Use specific reasons and examples to support your answer.,::,"<IN>Some people presume that parents are in the most important role for their children’s education. Basically that could be true since children stay their home most of their time. <TS>Although parents should be familiar with their children’s academic affair, <TR>in my opinion</TR>, they are not the best teachers for their children.</TS></IN> 

<BO><MI1>Generally parents expect their children to do what they wanted to do but they couldn’t do when they were young.</MI1> <SI1><EX>I know a friend of mine who was forced to enter the law school by their parents although his interest doesn’t go with that. His father was eager to be a lawyer back in his twenties, but he failed.</EX><SI1></BO1> 

<BO2><SI2>I also have a friend who wanted to be a journalist but his parents wanted him to be a scientist. And he was forced to enter one of the best science colleges. But he finally gave up his master degree after his 10 years of studying.</SI2> <MI2>These examples pinpoint how parents’ misled expectations to their children give their children a great burden in vain.</MI2></BO2> 

<CO><TR>In many cases</TR>, parents are not good teachers because of their misled expectations. <TR>Thanks to it</TR>, many children lose their chances to study what they are really interested in.</CO>",::,3,::,4,::,4,::,5,::,5,::,4,::,5,::,4,::,4,::,"This is a good essay, but if you are only going to make one point, you need to put that point in your thesis statement also. Your two main body paragraphs are talking about the same thing, so put them together into one body paragraph. Can you think of any other points you can make in a second paragraph?",//
It is sometimes said that borrowing money from a friend can harm or damage the friendship. Do you agree? Why or why not? Use reasons and specific examples to explain your answer.,::,"<IN><TS>Some people think that borrowing money from a friend can not be bad the friendship because it can be useful when friends are in a financial predicament. In my opinion, however, I agree that it can be injurious the friendship. To illustrate why I convince my point, I will treat only a few significant reasons with my vivid experiences here.</TS></IN>

<BO1><MI1><TR>Above all</TR>, when I borrow money from a friend, if I do not receive money, the friendship will be broken.</MI1> <SI1>Breaking the mutual confidence can not be irrevocable. <EX><TR>For example</TR>, when I was a university student, I borrowed some money from my friend who I had known her since elementary school. She borrowed some money from me, and I concerned her trouble and did not want to receive money owing to knowing her finance crisis. <TR>However</TR>, she didn’t pay back the money. <TR>As a result</TR>, she went out of communication. I didn’t want to receive a debt but wanted to be her correspondent. Nevertheless, she did not make contact with me for sake. The friendship was broken off and it was not easy to be recovered.</EX></SI1></BO1> 

<BO2><MI2><TR>Secondly</TR>, if someone borrowed money from a friend and did not recover a debt, he would lose his entire friend because other friends kept away from him. <TR>In addition</TR>, he would have sense of shame for his friends.</MI1> <EX>Once my mother borrowed some money from her friend and did not receive the money, the fact would have spread all over friends. <TR>After all</TR>, not only does she lose her friend but she also loses trust.</EX></SI2></BO2> 

<CO><TR>In conclusion</TR>, I have no choice but to agree that borrowing money from a friend can be bad and damage the friendship. The reason why I think like this is because it can make confidence as well as friends lose.</CO>",::,5,::,4,::,4,::,5,::,5,::,4,::,4,::,4,::,4,::,"This essay is pretty good, but your second main paragraph is pretty weak. I don't think your mother's example can be applied to everyone. It seems like something that could be different for everyone. Can you think of a stronger point? Also, take one of the transitions out of your thesis statement (I suggest ""however""). You don't need two together.",//
 Do you agree or disagree with the following statement? Modern technology is creating a single world culture. Use specific reasons and examples to support your opinion.,::,"<IN>Some persons agree that development of technology is creating a single world culture and other persons disagree with this. <TS>I think modern technology makes the world has a single culture. The people in the world have common culture because of the development of communication skills and transportation vehicles.</TS></IN> 

<BO1><MI1><TR>First</TR>, to communicate with the persons in the other countries are easier under the modern technology, and it makes the world as a common culture community.</MI1> <SI1>There are a lot of things to contribute to the development of communication, such as telephone and internet. <TR>Through these</TR>, the people in the world get common knowledge and information. <EX><TR>Before I came to America</TR>, I used to check the information about here through the internet, and I knew that there is no big difference between my country, the Korea, and the U.S.A.</EX></SI1></BO1> 

<BO2><MI2>Indeed, to move from one place to other place is easier than the past under the modern technology.</MI2> <SI2>The transportation is well developed and it is very easy to use them. A lot of people travel all over the world, and they affect each other. The way to live and the way to eat and wear has many things common. <EX><TR>For example</TR>, the Korea has pizza and steak, and the U.S.A. has Korean B.B.Q and sushi.</EX> This is the same in the way to wear and think, too. The world has a common culture under the development of technology.</SI2></BO2> 

<BO3><MI3><TR>Furthermore</TR>, the more and more business are cooperated with other countries, and there are lots of business which have no boundaries of countries.</MI3> <SI3><EX><TR>For example</TR>, the U.S.A has many Korean companies's branch such as Samsung, and the Korea has many cooperation from U.S.A, as well.</EX></SI3></BO3> 

<CO><TR>In conclusion, I agree with that the development of technology makes it possible to have a common culture in the world, because it makes possible to communicate easily, to move freely, and to cooperate more. <TR>In the effect of this</TR>, we can share the same culture all over the world.</CO>",::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,This is an excellent essay. Nice work!,//
Some people say that physical excercise should be a equired part of every school day.Other people believe that students sould spend the whole school day on academic studies.Which opinion do you agree with?,::,"<IN><TS>Students have to learn more something at school than they are in home.And some people think the best way to learn about their study and society is through only srudying academic subjects such as Enlgish,Korean,mathematics and phsycology what have you.<TR>However</TR>,in today's world,for people to adjust society more positively they have to have healthy body by joining physical activities.Here ,there are two reasons that make my view convincing.</TS></IN> 

<CO><MI1><TR>First</TR>,as we know,the more we practice physiacal activities the more we can be healthy.</MI1> <SI1>This is essential factor for students to spend desirable adolescent period.If they only do study all sroud the clock,their body is getting bad than they can practice outside.Adolescent period play a key role to build up heathy status in human life.Even though they don't study much of their time, they can keep their health through physical&nbsp;&nbsp;excercise.This also can be the start of their joiful and pleasant social life someday. <TR>Thus</TR> ,it goes without saying that joining physical practise is significant component to have a rosy future.</SI></BO1> 

<BO2><MI2><TR>in addition</TR>,pupils can do know that we all do many things in cooperation with others hrough participating sports game such as football,basket ball etc.</MI2> <SI2>We cannot make lttle of joining due to this. We cannot live alone.We are the social animal. <TR>Therefore</TR>,It is crucial to know that we have to see other people who hold different opinions from one's own.And for students to solve this sort of problems they have to experience earlier the situations that can cause conflicts.And sporsgame fit that formular well. <EX>When I was a middle school student,I was a valleyball player.After ending that game I always realized that I needed more patience.</EX> That could be the omportant seed to raise endurance as well as patience.</SI2></BO2> 

<CO><TR>In short</TR>, this is much-discussed topic between parents.<TR>Besides</TR>,this can be a matter of coice.<TR>That is to say</TR>,It depends on the individual.<TR>However</TR>,I dare to say like this.Physacal excercise is the most important for student's bright future.Please select cautiously before you set your mind.</CO>",::,5,::,4,::,5,::,3,::,5,::,5,::,3,::,3,::,3,::,"Your main points are good, but your support is a little bit confusing. Can you give more examples? Also, take the transition out of your thesis statement to make it stronger.",//
Think of the most interesting class you have ever taken. Why did you enjoy this class so much? Use specific reasons and details to explain your answer.,::,"<IN><TS>The most interesting class I have taken was Japanese Politics. I attended this class last semester, I enjoyed it very much. I learnt about Japan politic's changing from about 1800 to now. Japan is very close with Korean and it made the class more interesting. We used many materials, videos, computer and so on. The professor was good at teaching and he knew about many interesting stories about Japanese politics. I could learn more exactly and it helped me to understand Japan.</TS></IN> 

<BO1><MI1><TR>As Korean</TR>, I think we should know about Japan.</MI1> <SI1>Japan is very related with us. They are good friends and in competition. Japan has strong power in East so we need to watch them. So learning about Japanese politics is very important and necessary. I knew Japan and Korean has similarities though they has many differences. The interesting thing is that Japan liked American when they were ruled by America. They believed that America made them free.</SI1></BO1> 

<BO2><MI2>I had a chance to think about problems and issues between Korea and Japan.</MI2> <SI2><TR>Among of them</TR>, these countries have problem about prostitutes. I learnt about relationship between America and Japan. America helps Japan to develop but they control Japan not to be stronger than them as the same time. It was very news to me.</SI2><BO2> 

<CO>I learnt what I should have known. It made me think about national relationship. I could know what I have to do for my country and new things about Japan. I enjoyed this class because of these reasons.</CO>",::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,A very interesting and well written essay! Japan was ruled by America? That's news to me.,//
"Do you agree or disagree with the following statement? 
Modern technology is creating is a single world culture. Use specific reasons and examples to support your opinion.",::,"<IN><TS>The world is heading for the unified community along with globalization. This phenomenon is specified as a single world culture. Modern technology has enabled us to bring about it.</TS></IN> 

<BO1><MI1><TR>First</TR>, the development of the communication media has brought common experiences for the world. <SI1>All the people of the world can contact anyone at any time through the Internet. The world-cup games are projected simultaneously all over the world by the media satellites. The communication technology advancements take us to a similar culture.</SI1></BO1> 

<BO2><MI2><TR>Secondly</TR>, it is more available for us to travel evrywhere of the world due to the innovations of of transportation. <SI2>Within 24 hours we can go to the opposite sites of the earth. The mass flow of the global people cause this planet to have the familiar experience, which becomes the basis for the single world culture.</SI2></BO2> 

<BO3><MI3><TR>Finally</TR>, the evolution process of the world's countries has traced the general path ac the capitalism has been spread all over the world. <SI3>All teenagers of the world, except a very few naton, would enjoy the Mcdonald hamburgers and Coca-cokes. Capitalism accompanied by the liberalism would provide the unilateral cultural history.</SI3> 

<CO>The rapid development of communication and transportation in the wide rooted capitalism have another featurre of the worldwide culture. This trends would be more accelerated om the perspective that the culture is the coomon and accumulated recognition of a community.</CO>",::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,5,::,"A good essay! Short, but to the point. Nice job.",//
Do you agree or disagree with the following statement? A person should never make an important decision alone. Use specific reasons and examples to support your answer.,::,"<IN><TS>There are briefly two different arguments about whether people should make the significant decision alone. Although it seems reasonable that people should make an important decision for themeselves because people have to be reponsible on their own decisons, I believe that people should refer to others' opinions when they have to decide something important.</TS></IN>

<BO1><MI1><TR>First</TR>, people can take other's acvices as they make the important decisions because especailly old people's advices can be usually helpful.</MI1> <SI1>In other words, old people's acvices can be much benefits to the younger people. Mostly, younger people need to be listen to other people because they have little experience and knowledge. <EX><TR>In my case</TR>, when I had to decide the major of my university, I did not know how to do bacause I have almost no information about the departments of the university and I was worried about my future so seriously at that time. Without my teacher's diverse information and my parents' hearty acvices, I doubt that I could make it as facing that important decision of my life.</EX> <TR>Now</TR>, I am so satisfied my decision and I am really appreciated with my parents and teacher.</SI></BO1> 

<BO2><MI2><TR>Second</TR>, people can reduce many mistakes though referring other's opinions.</MI2> <SI2>In other words, people can make their decision in a more efficient way by listening to others. <EX><TR>For instance, in my case</TR>, I dicied to apply the exchange student program of my university so I needed to the TOEFL grade for the application. I had to study for the TOEFL test, but I had no resources and materials about the TOEFL test. TOEFL was so difficult for me at the fist time that I want to give up the TOEFL and the exchenge student programs. But I went to the private academy for TOEFL and I heard the kind advices from my TOEFL teacher. He said to me that I have to study more and I should make more efforts on the test. Thanks to his invaluable advice, I can study more and I came to know more about the TOEFL than before.</EX> If I gave up the TOEFL study at that time, It will be the biggest mistake in my life.</SI2> In this sense, other people's acvices and haerty mind can play the most meaningful works on making the important decisions.</BO2> 

<CO><TR>In conclusion</TR>, I strongly agree with the idea that people should listen to ther people's words because old people's advices can be more advantageous and people can shorten the mistakes.</CO>",::,5,::,5,::,5,::,5,::,4,::,5,::,5,::,5,::,5,::,"A very good essay! At the beginning of your second example, take out one of the transitions - you don't need both.",//
People attend college or university for many different reasons. why do you think people attend college or university?,::,"<IN>There are numerous reason for attending college. <TS>Some people attend college in order to be more educated. And other attend college to get their jobs. <TR>Nowadays</TR>, many places in society want to person who has specific knowledge of one subject. </TR>By and large</TR>, poeple go to college(include university) for two reasons that I have said.</TS> 

<BO1><MI1><TR>Presumably</TR>, to be more educated is the best reason why students want to go to the college.</TR> <SI1>not a few students wanted to go on to further study in their special subject when they attended the (junior)high school. <EX><TR>In my case</TR>, when I was junior high school student, I feel like boasting my intellectual rigor of mathematic to friends of mine, but I'm not good students because I don't like all school subjects without mathematic. So I really wanted to go to college to study only mathematic.</EX> <TR>Similarly</TR>, colleges allow students to develop an expertise in a given area.</SI1></BO1> 

<BO2>The day is past when a person without a college degree could make a notable success of himself. <MI2>It means, <TR>not a whole but most</TR>, a college degree has become a condition which workers should have.</MI2> <SI2>it goes without saying that a person works himself. The college assists these people in terms of these points. colleges provide training and experiences that can be applied to a student's career. And, Students can use career placement center in colleges to help get a job as well. In these manners, the college degree is the key to get one's success with one's effort.</SI2></BO2>
 
<CO>I have explained detailed reasons for why student desire to go college. <TR>Surely</TR>, There are existed more reasons why go to college such as one's friend go to college so that one should :-) (it mean, by one's competitive spirit). But this does not mean that a college degree by itself guarantee success. Not only well cultivated one's knowledge but also strong willness would guarantee success.</CO>",::,5,::,5,::,4,::,5,::,5,::,5,::,4,::,4,::,4,::,"This is a pretty good essay. Your first example doesn't really apply since you are talking about yourself as a middle school student and this essay is about college. Also, do not use emoticons in a test essay!",//
"In some countries, people are no longer allowed to smoke in many public places and office buildings. Do you think this is a good rule or a bad rule? Use specific reasons and details to support your position.",::,"<IN><TS>There are many public places for using as several usages such as parks, libraries, and even working offices. Therefore people of the several classes come together in there. Some people may be very young and even baby to go out to follow mom. And others may be old people and a patient having some diseases. In there places, if some people smoke, many people feel inconvenient for that. So acting to smoke in the public office must be controlled.</TS></IN> 

<BO1><MI1><TR>Above all</TR>, most smokers do not realized at that others dislike a smoke smell.</MI1> <SI1>They only claim their smoking rights. Of course, they have not only a right to smoke, but also a duty not to behavior them a bad feel. <EX>My department, <TR>for example/TR>, has supplied a study room for undergraduate students. Most students have studied and spent most school time with their friends in there. <TR>However</TR>, some students have enjoyed smoking out door of study room in hall. Another one has complained about their smoking acting, but they have neglected it. So vice-president got some complains and said not to smoke indoor.</EX></SI1><BO1> 

<BO2><MI2><TR>Moreover</TR>, smoking can give severe disease more nonsmokers than smokers.</MI2> <SI2>Many researches have showed this fact. <EX>I saw the movie that introduced a girl who had a cancer of lung. She was just 19 years old, and must fierce her neck tiny hole for treatment. Her father was severe smoker and had always cigarette his fingers in home. Their home was full of smoke all the time.</EX></SI2></BO2> 

<CO><TR>In conclusion</TR>, smoking make our body worst, even we can have some ill for it. And smoking in the public places can give some bad feeling to others. Therefore the government has to make some rule about controlling smoking at least in the public places.</CO>",::,5,::,0,::,5,::,5,::,5,::,5,::,5,::,4,::,4,::,"This is a very good essay, but you need a thesis statement! Also, I think your second body paragraph needs one more sentence to give the example closure.",//
